"source_root","source_bucket","skill_name","skill_path","skill_md_path","matched_keywords"
"c:\Users\ChenVincent\.agents\skills","global-agents","cost-aware-llm-pipeline","C:\Users\ChenVincent\.agents\skills\cost-aware-llm-pipeline","C:\Users\ChenVincent\.agents\skills\cost-aware-llm-pipeline\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","cpp-testing","C:\Users\ChenVincent\.agents\skills\cpp-testing","C:\Users\ChenVincent\.agents\skills\cpp-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","crosspost","C:\Users\ChenVincent\.agents\skills\crosspost","C:\Users\ChenVincent\.agents\skills\crosspost\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","customs-trade-compliance","C:\Users\ChenVincent\.agents\skills\customs-trade-compliance","C:\Users\ChenVincent\.agents\skills\customs-trade-compliance\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","data-scraper-agent","C:\Users\ChenVincent\.agents\skills\data-scraper-agent","C:\Users\ChenVincent\.agents\skills\data-scraper-agent\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","database-migrations","C:\Users\ChenVincent\.agents\skills\database-migrations","C:\Users\ChenVincent\.agents\skills\database-migrations\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","deployment-patterns","C:\Users\ChenVincent\.agents\skills\deployment-patterns","C:\Users\ChenVincent\.agents\skills\deployment-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","django-patterns","C:\Users\ChenVincent\.agents\skills\django-patterns","C:\Users\ChenVincent\.agents\skills\django-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","django-security","C:\Users\ChenVincent\.agents\skills\django-security","C:\Users\ChenVincent\.agents\skills\django-security\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","django-tdd","C:\Users\ChenVincent\.agents\skills\django-tdd","C:\Users\ChenVincent\.agents\skills\django-tdd\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","django-verification","C:\Users\ChenVincent\.agents\skills\django-verification","C:\Users\ChenVincent\.agents\skills\django-verification\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","dmux-workflows","C:\Users\ChenVincent\.agents\skills\dmux-workflows","C:\Users\ChenVincent\.agents\skills\dmux-workflows\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","doc-coauthoring","C:\Users\ChenVincent\.agents\skills\doc-coauthoring","C:\Users\ChenVincent\.agents\skills\doc-coauthoring\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","docker-patterns","C:\Users\ChenVincent\.agents\skills\docker-patterns","C:\Users\ChenVincent\.agents\skills\docker-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","docx","C:\Users\ChenVincent\.agents\skills\docx","C:\Users\ChenVincent\.agents\skills\docx\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","e2e-testing","C:\Users\ChenVincent\.agents\skills\e2e-testing","C:\Users\ChenVincent\.agents\skills\e2e-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","energy-procurement","C:\Users\ChenVincent\.agents\skills\energy-procurement","C:\Users\ChenVincent\.agents\skills\energy-procurement\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","enterprise-agent-ops","C:\Users\ChenVincent\.agents\skills\enterprise-agent-ops","C:\Users\ChenVincent\.agents\skills\enterprise-agent-ops\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","eval-harness","C:\Users\ChenVincent\.agents\skills\eval-harness","C:\Users\ChenVincent\.agents\skills\eval-harness\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","feed-catchup","C:\Users\ChenVincent\.agents\skills\feed-catchup","C:\Users\ChenVincent\.agents\skills\feed-catchup\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","frontend-patterns","C:\Users\ChenVincent\.agents\skills\frontend-patterns","C:\Users\ChenVincent\.agents\skills\frontend-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo","C:\Users\ChenVincent\.agents\skills\geo","C:\Users\ChenVincent\.agents\skills\geo\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-audit","C:\Users\ChenVincent\.agents\skills\geo-audit","C:\Users\ChenVincent\.agents\skills\geo-audit\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-brand-mentions","C:\Users\ChenVincent\.agents\skills\geo-brand-mentions","C:\Users\ChenVincent\.agents\skills\geo-brand-mentions\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-citability","C:\Users\ChenVincent\.agents\skills\geo-citability","C:\Users\ChenVincent\.agents\skills\geo-citability\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-compare","C:\Users\ChenVincent\.agents\skills\geo-compare","C:\Users\ChenVincent\.agents\skills\geo-compare\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-content","C:\Users\ChenVincent\.agents\skills\geo-content","C:\Users\ChenVincent\.agents\skills\geo-content\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-llmstxt","C:\Users\ChenVincent\.agents\skills\geo-llmstxt","C:\Users\ChenVincent\.agents\skills\geo-llmstxt\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-platform-optimizer","C:\Users\ChenVincent\.agents\skills\geo-platform-optimizer","C:\Users\ChenVincent\.agents\skills\geo-platform-optimizer\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-proposal","C:\Users\ChenVincent\.agents\skills\geo-proposal","C:\Users\ChenVincent\.agents\skills\geo-proposal\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-prospect","C:\Users\ChenVincent\.agents\skills\geo-prospect","C:\Users\ChenVincent\.agents\skills\geo-prospect\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-report","C:\Users\ChenVincent\.agents\skills\geo-report","C:\Users\ChenVincent\.agents\skills\geo-report\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-report-pdf","C:\Users\ChenVincent\.agents\skills\geo-report-pdf","C:\Users\ChenVincent\.agents\skills\geo-report-pdf\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-schema","C:\Users\ChenVincent\.agents\skills\geo-schema","C:\Users\ChenVincent\.agents\skills\geo-schema\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-technical","C:\Users\ChenVincent\.agents\skills\geo-technical","C:\Users\ChenVincent\.agents\skills\geo-technical\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","golang-patterns","C:\Users\ChenVincent\.agents\skills\golang-patterns","C:\Users\ChenVincent\.agents\skills\golang-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","golang-testing","C:\Users\ChenVincent\.agents\skills\golang-testing","C:\Users\ChenVincent\.agents\skills\golang-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","graphify","C:\Users\ChenVincent\.agents\skills\graphify","C:\Users\ChenVincent\.agents\skills\graphify\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","highlight-graph","C:\Users\ChenVincent\.agents\skills\highlight-graph","C:\Users\ChenVincent\.agents\skills\highlight-graph\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","hr-compliance-global","C:\Users\ChenVincent\.agents\skills\hr-compliance-global","C:\Users\ChenVincent\.agents\skills\hr-compliance-global\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","hr-obsidian-compliance-global","C:\Users\ChenVincent\.agents\skills\hr-obsidian-compliance-global","C:\Users\ChenVincent\.agents\skills\hr-obsidian-compliance-global\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","inventory-demand-planning","C:\Users\ChenVincent\.agents\skills\inventory-demand-planning","C:\Users\ChenVincent\.agents\skills\inventory-demand-planning\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","iterative-retrieval","C:\Users\ChenVincent\.agents\skills\iterative-retrieval","C:\Users\ChenVincent\.agents\skills\iterative-retrieval\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","java-coding-standards","C:\Users\ChenVincent\.agents\skills\java-coding-standards","C:\Users\ChenVincent\.agents\skills\java-coding-standards\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","jpa-patterns","C:\Users\ChenVincent\.agents\skills\jpa-patterns","C:\Users\ChenVincent\.agents\skills\jpa-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","kotlin-exposed-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-exposed-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-exposed-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","kotlin-ktor-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-ktor-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-ktor-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","kotlin-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","kotlin-testing","C:\Users\ChenVincent\.agents\skills\kotlin-testing","C:\Users\ChenVincent\.agents\skills\kotlin-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","laravel-patterns","C:\Users\ChenVincent\.agents\skills\laravel-patterns","C:\Users\ChenVincent\.agents\skills\laravel-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","laravel-plugin-discovery","C:\Users\ChenVincent\.agents\skills\laravel-plugin-discovery","C:\Users\ChenVincent\.agents\skills\laravel-plugin-discovery\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","laravel-security","C:\Users\ChenVincent\.agents\skills\laravel-security","C:\Users\ChenVincent\.agents\skills\laravel-security\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","laravel-tdd","C:\Users\ChenVincent\.agents\skills\laravel-tdd","C:\Users\ChenVincent\.agents\skills\laravel-tdd\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","laravel-verification","C:\Users\ChenVincent\.agents\skills\laravel-verification","C:\Users\ChenVincent\.agents\skills\laravel-verification\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","lead-intelligence","C:\Users\ChenVincent\.agents\skills\lead-intelligence","C:\Users\ChenVincent\.agents\skills\lead-intelligence\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","logistics-exception-management","C:\Users\ChenVincent\.agents\skills\logistics-exception-management","C:\Users\ChenVincent\.agents\skills\logistics-exception-management\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","market-research","C:\Users\ChenVincent\.agents\skills\market-research","C:\Users\ChenVincent\.agents\skills\market-research\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","mcp-builder","C:\Users\ChenVincent\.agents\skills\mcp-builder","C:\Users\ChenVincent\.agents\skills\mcp-builder\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","notebooklm-global","C:\Users\ChenVincent\.agents\skills\notebooklm-global","C:\Users\ChenVincent\.agents\skills\notebooklm-global\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","now-reading-page","C:\Users\ChenVincent\.agents\skills\now-reading-page","C:\Users\ChenVincent\.agents\skills\now-reading-page\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","nutrient-document-processing","C:\Users\ChenVincent\.agents\skills\nutrient-document-processing","C:\Users\ChenVincent\.agents\skills\nutrient-document-processing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","openai-docs","C:\Users\ChenVincent\.agents\skills\openai-docs","C:\Users\ChenVincent\.agents\skills\openai-docs\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","pdf","C:\Users\ChenVincent\.agents\skills\pdf","C:\Users\ChenVincent\.agents\skills\pdf\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","perl-patterns","C:\Users\ChenVincent\.agents\skills\perl-patterns","C:\Users\ChenVincent\.agents\skills\perl-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","perl-security","C:\Users\ChenVincent\.agents\skills\perl-security","C:\Users\ChenVincent\.agents\skills\perl-security\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","perl-testing","C:\Users\ChenVincent\.agents\skills\perl-testing","C:\Users\ChenVincent\.agents\skills\perl-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","plankton-code-quality","C:\Users\ChenVincent\.agents\skills\plankton-code-quality","C:\Users\ChenVincent\.agents\skills\plankton-code-quality\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","plugin-creator","C:\Users\ChenVincent\.agents\skills\plugin-creator","C:\Users\ChenVincent\.agents\skills\plugin-creator\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","postgres-patterns","C:\Users\ChenVincent\.agents\skills\postgres-patterns","C:\Users\ChenVincent\.agents\skills\postgres-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","production-scheduling","C:\Users\ChenVincent\.agents\skills\production-scheduling","C:\Users\ChenVincent\.agents\skills\production-scheduling\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","project-guidelines-example","C:\Users\ChenVincent\.agents\skills\project-guidelines-example","C:\Users\ChenVincent\.agents\skills\project-guidelines-example\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","prompt-optimizer","C:\Users\ChenVincent\.agents\skills\prompt-optimizer","C:\Users\ChenVincent\.agents\skills\prompt-optimizer\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","python-patterns","C:\Users\ChenVincent\.agents\skills\python-patterns","C:\Users\ChenVincent\.agents\skills\python-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","python-testing","C:\Users\ChenVincent\.agents\skills\python-testing","C:\Users\ChenVincent\.agents\skills\python-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","quality-nonconformance","C:\Users\ChenVincent\.agents\skills\quality-nonconformance","C:\Users\ChenVincent\.agents\skills\quality-nonconformance\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","quiz","C:\Users\ChenVincent\.agents\skills\quiz","C:\Users\ChenVincent\.agents\skills\quiz\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","ralphinho-rfc-pipeline","C:\Users\ChenVincent\.agents\skills\ralphinho-rfc-pipeline","C:\Users\ChenVincent\.agents\skills\ralphinho-rfc-pipeline\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","reader-recap","C:\Users\ChenVincent\.agents\skills\reader-recap","C:\Users\ChenVincent\.agents\skills\reader-recap\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","readwise-cli","C:\Users\ChenVincent\.agents\skills\readwise-cli","C:\Users\ChenVincent\.agents\skills\readwise-cli\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","readwise-mcp","C:\Users\ChenVincent\.agents\skills\readwise-mcp","C:\Users\ChenVincent\.agents\skills\readwise-mcp\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","returns-reverse-logistics","C:\Users\ChenVincent\.agents\skills\returns-reverse-logistics","C:\Users\ChenVincent\.agents\skills\returns-reverse-logistics\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","rust-patterns","C:\Users\ChenVincent\.agents\skills\rust-patterns","C:\Users\ChenVincent\.agents\skills\rust-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","security-review","C:\Users\ChenVincent\.agents\skills\security-review","C:\Users\ChenVincent\.agents\skills\security-review\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","security-scan","C:\Users\ChenVincent\.agents\skills\security-scan","C:\Users\ChenVincent\.agents\skills\security-scan\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-code-review","C:\Users\ChenVincent\.agents\skills\skill-code-review","C:\Users\ChenVincent\.agents\skills\skill-code-review\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-debate","C:\Users\ChenVincent\.agents\skills\skill-debate","C:\Users\ChenVincent\.agents\skills\skill-debate\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-debug","C:\Users\ChenVincent\.agents\skills\skill-debug","C:\Users\ChenVincent\.agents\skills\skill-debug\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-doctor","C:\Users\ChenVincent\.agents\skills\skill-doctor","C:\Users\ChenVincent\.agents\skills\skill-doctor\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-installer","C:\Users\ChenVincent\.agents\skills\skill-installer","C:\Users\ChenVincent\.agents\skills\skill-installer\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-security-framing","C:\Users\ChenVincent\.agents\skills\skill-security-framing","C:\Users\ChenVincent\.agents\skills\skill-security-framing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-stocktake","C:\Users\ChenVincent\.agents\skills\skill-stocktake","C:\Users\ChenVincent\.agents\skills\skill-stocktake\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-tdd","C:\Users\ChenVincent\.agents\skills\skill-tdd","C:\Users\ChenVincent\.agents\skills\skill-tdd\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","springboot-patterns","C:\Users\ChenVincent\.agents\skills\springboot-patterns","C:\Users\ChenVincent\.agents\skills\springboot-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","springboot-security","C:\Users\ChenVincent\.agents\skills\springboot-security","C:\Users\ChenVincent\.agents\skills\springboot-security\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","springboot-tdd","C:\Users\ChenVincent\.agents\skills\springboot-tdd","C:\Users\ChenVincent\.agents\skills\springboot-tdd\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","springboot-verification","C:\Users\ChenVincent\.agents\skills\springboot-verification","C:\Users\ChenVincent\.agents\skills\springboot-verification\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","strategic-compact","C:\Users\ChenVincent\.agents\skills\strategic-compact","C:\Users\ChenVincent\.agents\skills\strategic-compact\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","surprise-me","C:\Users\ChenVincent\.agents\skills\surprise-me","C:\Users\ChenVincent\.agents\skills\surprise-me\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","swift-protocol-di-testing","C:\Users\ChenVincent\.agents\skills\swift-protocol-di-testing","C:\Users\ChenVincent\.agents\skills\swift-protocol-di-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","swiftui-patterns","C:\Users\ChenVincent\.agents\skills\swiftui-patterns","C:\Users\ChenVincent\.agents\skills\swiftui-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","tdd-workflow","C:\Users\ChenVincent\.agents\skills\tdd-workflow","C:\Users\ChenVincent\.agents\skills\tdd-workflow\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","team-builder","C:\Users\ChenVincent\.agents\skills\team-builder","C:\Users\ChenVincent\.agents\skills\team-builder\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","token-budget-advisor","C:\Users\ChenVincent\.agents\skills\token-budget-advisor","C:\Users\ChenVincent\.agents\skills\token-budget-advisor\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","triage","C:\Users\ChenVincent\.agents\skills\triage","C:\Users\ChenVincent\.agents\skills\triage\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","verification-loop","C:\Users\ChenVincent\.agents\skills\verification-loop","C:\Users\ChenVincent\.agents\skills\verification-loop\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","videodb","C:\Users\ChenVincent\.agents\skills\videodb","C:\Users\ChenVincent\.agents\skills\videodb\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","x-api","C:\Users\ChenVincent\.agents\skills\x-api","C:\Users\ChenVincent\.agents\skills\x-api\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","xlsx","C:\Users\ChenVincent\.agents\skills\xlsx","C:\Users\ChenVincent\.agents\skills\xlsx\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-ai-hub","C:\Users\ChenVincent\.agents\skills\zeabur-ai-hub","C:\Users\ChenVincent\.agents\skills\zeabur-ai-hub\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-auth","C:\Users\ChenVincent\.agents\skills\zeabur-auth","C:\Users\ChenVincent\.agents\skills\zeabur-auth\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-database","C:\Users\ChenVincent\.agents\skills\zeabur-database","C:\Users\ChenVincent\.agents\skills\zeabur-database\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-dockerfile","C:\Users\ChenVincent\.agents\skills\zeabur-dockerfile","C:\Users\ChenVincent\.agents\skills\zeabur-dockerfile\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-email","C:\Users\ChenVincent\.agents\skills\zeabur-email","C:\Users\ChenVincent\.agents\skills\zeabur-email\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-object-storage","C:\Users\ChenVincent\.agents\skills\zeabur-object-storage","C:\Users\ChenVincent\.agents\skills\zeabur-object-storage\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-service-exec","C:\Users\ChenVincent\.agents\skills\zeabur-service-exec","C:\Users\ChenVincent\.agents\skills\zeabur-service-exec\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-service-list","C:\Users\ChenVincent\.agents\skills\zeabur-service-list","C:\Users\ChenVincent\.agents\skills\zeabur-service-list\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-startup-order","C:\Users\ChenVincent\.agents\skills\zeabur-startup-order","C:\Users\ChenVincent\.agents\skills\zeabur-startup-order\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-template","C:\Users\ChenVincent\.agents\skills\zeabur-template","C:\Users\ChenVincent\.agents\skills\zeabur-template\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-template-deploy","C:\Users\ChenVincent\.agents\skills\zeabur-template-deploy","C:\Users\ChenVincent\.agents\skills\zeabur-template-deploy\SKILL.md","Matched"
