"source_root","source_bucket","skill_name","skill_path","skill_md_path","matched_keywords"
"c:\Users\ChenVincent\.agents\skills","global-agents","nutrient-document-processing","C:\Users\ChenVincent\.agents\skills\nutrient-document-processing","C:\Users\ChenVincent\.agents\skills\nutrient-document-processing\SKILL.md","scan;Scan;security"
"c:\Users\ChenVincent\.agents\skills","global-agents","pdf","C:\Users\ChenVincent\.agents\skills\pdf","C:\Users\ChenVincent\.agents\skills\pdf\SKILL.md","scan;Scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","perl-patterns","C:\Users\ChenVincent\.agents\skills\perl-patterns","C:\Users\ChenVincent\.agents\skills\perl-patterns\SKILL.md","injection;security"
"c:\Users\ChenVincent\.agents\skills","global-agents","perl-security","C:\Users\ChenVincent\.agents\skills\perl-security","C:\Users\ChenVincent\.agents\skills\perl-security\SKILL.md","securitysecurity security security XSS CSRF security Security security injection secure security vuln Vuln injection injection injection injection SQL Injection vuln Security XSS XSS CSRF csrf CSRF Security secret secret secure Security Security Security Security Security security security security security security Security CSRF Secure injection vuln injection vuln injection vuln XSS"
"c:\Users\ChenVincent\.agents\skills","global-agents","plankton-code-quality","C:\Users\ChenVincent\.agents\skills\plankton-code-quality","C:\Users\ChenVincent\.agents\skills\plankton-code-quality\SKILL.md","security;semgrep;Security;scan;AgentShield;Semgrep"
"c:\Users\ChenVincent\.agents\skills","global-agents","postgres-patterns","C:\Users\ChenVincent\.agents\skills\postgres-patterns","C:\Users\ChenVincent\.agents\skills\postgres-patterns\SKILL.md","security;Security"
"c:\Users\ChenVincent\.agents\skills","global-agents","project-guidelines-example","C:\Users\ChenVincent\.agents\skills\project-guidelines-example","C:\Users\ChenVincent\.agents\skills\project-guidelines-example\SKILL.md","secret"
"c:\Users\ChenVincent\.agents\skills","global-agents","prompt-optimizer","C:\Users\ChenVincent\.agents\skills\prompt-optimizer","C:\Users\ChenVincent\.agents\skills\prompt-optimizer\SKILL.md","security;Scan;Security;secret;XSS;CSRF"
"c:\Users\ChenVincent\.agents\skills","global-agents","python-patterns","C:\Users\ChenVincent\.agents\skills\python-patterns","C:\Users\ChenVincent\.agents\skills\python-patterns\SKILL.md","Security;scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","ralphinho-rfc-pipeline","C:\Users\ChenVincent\.agents\skills\ralphinho-rfc-pipeline","C:\Users\ChenVincent\.agents\skills\ralphinho-rfc-pipeline\SKILL.md","security"
"c:\Users\ChenVincent\.agents\skills","global-agents","reader-recap","C:\Users\ChenVincent\.agents\skills\reader-recap","C:\Users\ChenVincent\.agents\skills\reader-recap\SKILL.md","scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","returns-reverse-logistics","C:\Users\ChenVincent\.agents\skills\returns-reverse-logistics","C:\Users\ChenVincent\.agents\skills\returns-reverse-logistics\SKILL.md","security"
"c:\Users\ChenVincent\.agents\skills","global-agents","rust-patterns","C:\Users\ChenVincent\.agents\skills\rust-patterns","C:\Users\ChenVincent\.agents\skills\rust-patterns\SKILL.md","Security"
"c:\Users\ChenVincent\.agents\skills","global-agents","security-review","C:\Users\ChenVincent\.agents\skills\security-review","C:\Users\ChenVincent\.agents\skills\security-review\SKILL.md","securitysecurity secret security Security security vuln secret Security Secret secret secret secret secret secret SQL Injection SQL Injection vuln vuln XSS Secure Security SECURITY Security secure XSS Security security Security XSS CSRF CSRF csrf csrf CSRF csrf CSRF Secure CSRF secret Security Security vuln vuln security Security Security Security Secret secret SQL Injection XSS CSRF Security vuln Security OWASP owasp Security security Security Security security Security vuln"
"c:\Users\ChenVincent\.agents\skills","global-agents","security-scan","C:\Users\ChenVincent\.agents\skills\security-scan","C:\Users\ChenVincent\.agents\skills\security-scan\SKILL.md","security;scan;Scan;vuln;injection;AgentShield;Security;agentshield;secret;hardening;Secure;secure"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-code-review","C:\Users\ChenVincent\.agents\skills\skill-code-review","C:\Users\ChenVincent\.agents\skills\skill-code-review\SKILL.md","security;Security;vuln;OWASP"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-debate","C:\Users\ChenVincent\.agents\skills\skill-debate","C:\Users\ChenVincent\.agents\skills\skill-debate\SKILL.md","Security"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-debug","C:\Users\ChenVincent\.agents\skills\skill-debug","C:\Users\ChenVincent\.agents\skills\skill-debug\SKILL.md","vuln"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-doctor","C:\Users\ChenVincent\.agents\skills\skill-doctor","C:\Users\ChenVincent\.agents\skills\skill-doctor\SKILL.md","security"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-security-framing","C:\Users\ChenVincent\.agents\skills\skill-security-framing","C:\Users\ChenVincent\.agents\skills\skill-security-framing\SKILL.md","securitysecurity SECURITY Security security SECURITY Security security secure injection injection Security SECURITY SECURITY SECURITY Security SECURITY injection Security injection security security security Secure Security security security security security security Security injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-stocktake","C:\Users\ChenVincent\.agents\skills\skill-stocktake","C:\Users\ChenVincent\.agents\skills\skill-stocktake\SKILL.md","Scan;scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","skill-tdd","C:\Users\ChenVincent\.agents\skills\skill-tdd","C:\Users\ChenVincent\.agents\skills\skill-tdd\SKILL.md","security;injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","springboot-patterns","C:\Users\ChenVincent\.agents\skills\springboot-patterns","C:\Users\ChenVincent\.agents\skills\springboot-patterns\SKILL.md","Security;SECURITY;injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","springboot-security","C:\Users\ChenVincent\.agents\skills\springboot-security","C:\Users\ChenVincent\.agents\skills\springboot-security\SKILL.md","securitysecurity Security CSRF secret security Security secret CSRF security secret Scan CVE Secure Security security Security SQL Injection CSRF CSRF CSRF csrf csrf csrf Secret secret Secret Security Security xss security Security Security OWASP Security CVE secret scan CSRF Secret Security scan secure"
"c:\Users\ChenVincent\.agents\skills","global-agents","springboot-tdd","C:\Users\ChenVincent\.agents\skills\springboot-tdd","C:\Users\ChenVincent\.agents\skills\springboot-tdd\SKILL.md","security"
"c:\Users\ChenVincent\.agents\skills","global-agents","springboot-verification","C:\Users\ChenVincent\.agents\skills\springboot-verification","C:\Users\ChenVincent\.agents\skills\springboot-verification\SKILL.md","security;scan;Security;Scan;CVE;owasp;Secret;secret"
"c:\Users\ChenVincent\.agents\skills","global-agents","strategic-compact","C:\Users\ChenVincent\.agents\skills\strategic-compact","C:\Users\ChenVincent\.agents\skills\strategic-compact\SKILL.md","security;xss;Security"
"c:\Users\ChenVincent\.agents\skills","global-agents","swift-protocol-di-testing","C:\Users\ChenVincent\.agents\skills\swift-protocol-di-testing","C:\Users\ChenVincent\.agents\skills\swift-protocol-di-testing\SKILL.md","injection;Injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","swiftui-patterns","C:\Users\ChenVincent\.agents\skills\swiftui-patterns","C:\Users\ChenVincent\.agents\skills\swiftui-patterns\SKILL.md","injection;Injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","team-builder","C:\Users\ChenVincent\.agents\skills\team-builder","C:\Users\ChenVincent\.agents\skills\team-builder\SKILL.md","Security;security"
"c:\Users\ChenVincent\.agents\skills","global-agents","verification-loop","C:\Users\ChenVincent\.agents\skills\verification-loop","C:\Users\ChenVincent\.agents\skills\verification-loop\SKILL.md","Security;Scan;secret"
"c:\Users\ChenVincent\.agents\skills","global-agents","x-api","C:\Users\ChenVincent\.agents\skills\x-api","C:\Users\ChenVincent\.agents\skills\x-api\SKILL.md","SECRET;secret;Security;secure"
"c:\Users\ChenVincent\.agents\skills","global-agents","xlsx","C:\Users\ChenVincent\.agents\skills\xlsx","C:\Users\ChenVincent\.agents\skills\xlsx\SKILL.md","Scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-email","C:\Users\ChenVincent\.agents\skills\zeabur-email","C:\Users\ChenVincent\.agents\skills\zeabur-email\SKILL.md","secret"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-object-storage","C:\Users\ChenVincent\.agents\skills\zeabur-object-storage","C:\Users\ChenVincent\.agents\skills\zeabur-object-storage\SKILL.md","secret;Secret;SECRET"
"c:\Users\ChenVincent\.agents\skills","global-agents","zeabur-template","C:\Users\ChenVincent\.agents\skills\zeabur-template","C:\Users\ChenVincent\.agents\skills\zeabur-template\SKILL.md","secure"
